Split	Serial	German Text	English Text	German Gloss	English Gloss	German Gloss Token	English Gloss Token	Class
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				NACHT	NIGHT	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				SUEDWEST	SUEDWEST	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				UNGEFAEHR	APPROXIMATELY	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				FUENFZEHN	FIFTEEN	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				VOR	BEFORE	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				POMMERN	POMERANIA	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				IX	IX	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				FUENF	FIVE	0
train	2523	heute nacht fünfzehn grad im südwesten und fünf grad in vorpommern				GRAD	CITY	0
train	2532	sonst überwiegend wolkenverhangen stellenweise fällt regen	otherwise mostly cloudy in places rain falls	REGION UEBERWIEGEND WOLKE REGEN	REGION PRECIOUSLY CLOUD RAIN	REGION	REGION	0
train	2532	sonst überwiegend wolkenverhangen stellenweise fällt regen				UEBERWIEGEND	MOSTLY	3
train	2532	sonst überwiegend wolkenverhangen stellenweise fällt regen				WOLKE	CLOUD	3
train	2532	sonst überwiegend wolkenverhangen stellenweise fällt regen				REGEN	RAIN	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad	in the east tonight until minus eleven on the upper rhine plus two degrees	OST HEUTE-NACHT MINUS ELF FLUSS PLUS ZWEI IX	EAST TODAY-NIGHT MINUS ELF RIVER PLUS TWO IX	OST	OST	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				HEUTE-NACHT	TONIGHT	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				MINUS	MINUS	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				ELF	ELF	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				FLUSS	FLOW	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				PLUS	MORE	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				ZWEI	TWO	0
train	2544	im osten heute nacht bis minus elf am oberrhein plus zwei grad				IX	IX	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an	after the rainy end of august, the meteorological autumn begins in a forgiving way tomorrow	AUGUST REGEN IN-KOMMEND ENDE JETZT MORGEN ANFANG HERBST LANGSAM MAESSIG LANGSAM	AUGUST RAIN IN-COMING END NOW IN THE BEGINNING OF AUTUMN SLOWLY SLOWLY SLOWLY	AUGUST	AUGUST	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				REGEN	RAIN	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				IN-KOMMEND	IN-COMING	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				ENDE	END	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				JETZT	NOW	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				MORGEN	MORNING	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				ANFANG	BEGINNING	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				HERBST	AUTUMN	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				LANGSAM	SLOW	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				MAESSIG	MAESSIG	0
train	2547	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an				LANGSAM	SLOW	0
train	2550	also ganz positive nachrichten	so very positive news	ES-BEDEUTET GEHOERT GUT	IT MEANS TO BE WELL	ES-BEDEUTET	IT MEANS	0
train	2550	also ganz positive nachrichten				GEHOERT	HEARD	0
train	2550	also ganz positive nachrichten				GUT	WELL	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder	tonight in the north here and there showers also in the southeast still retreating showers otherwise a few fog fields	HEUTE NACHT NORD SCHAUER SUEDOST REGEN VERSCHWINDEN SONST REGION HIMMEL	TODAY NORTH SHOWERS SOUTH EAST RAIN DISAPPEAR ELSE REGION SKY	HEUTE	TODAY	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				NACHT	NIGHT	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				NORD	NORTH	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				SCHAUER	SHOWER	1
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				SUEDOST	SUEDOST	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				REGEN	RAIN	1
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				VERSCHWINDEN	DISAPPEAR	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				SONST	OTHERWISE	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				REGION	REGION	0
train	2551	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder				HIMMEL	SKY	0
train	2552	und die nacht wird sehr frisch	and the night becomes very fresh	HEUTE NACHT	TONIGHT	HEUTE	TODAY	0
train	2552	und die nacht wird sehr frisch				NACHT	NIGHT	0
train	2560	zunächst an der nordsee so dass es in sylt morgen wieder überwiegend sonnig wird	first at the north sea so that it will be mostly sunny again tomorrow in sylt	SPEZIELL NORD S+Y+L+T MORGEN SONNE	SPECIALLY NORTH S + Y + L + T MORNING SUN	SPEZIELL	SPECIAL	0
train	2560	zunächst an der nordsee so dass es in sylt morgen wieder überwiegend sonnig wird				NORD	NORTH	0
train	2560	zunächst an der nordsee so dass es in sylt morgen wieder überwiegend sonnig wird				S+Y+L+T	S+Y+L+T	0
train	2560	zunächst an der nordsee so dass es in sylt morgen wieder überwiegend sonnig wird				MORGEN	MORNING	0
train	2560	zunächst an der nordsee so dass es in sylt morgen wieder überwiegend sonnig wird				SONNE	SUN	3
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach	otherwise we have the rain that slowly moves further south, it is strong, especially in the north-east, but on the north sea it subsides in the mornings	NORDWEST REGEN KOMMEN SPEZIELL NORDOST REGEN ABER NORD VOR MITTAG VERRINGERN	NORTH-WEST RAIN COMES ESPECIALLY NORTH-EAST RAIN BUT NORTH LOWER BEFORE NOON	NORDWEST	NORTHWEST	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				REGEN	RAIN	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				KOMMEN	COME	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				SPEZIELL	SPECIAL	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				NORDOST	NORTHEAST	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				REGEN	RAIN	3
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				ABER	BUT	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				NORD	NORTH	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				VOR	BEFORE	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				MITTAG	MIDDAY	0
train	2567	sonst haben wir den regen der langsam weiter nach süden zieht kräftig ist er vor allen dingen im nordosten aber an der nordsee lässt er schon vormittags nach				VERRINGERN	TO DECREASE	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember	and now the weather forecast for tomorrow, tuesday, the twenty-first of december	MORGEN WETTER WIE-AUSSEHEN DIENSTAG EINS ZWANZIG DEZEMBER	MORNING WEATHER LOOK LIKE TUESDAY ONE TWENTY OF DECEMBER	MORGEN	MORNING	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				WETTER	WEATHER	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				WIE-AUSSEHEN	LIKE LOOK	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				DIENSTAG	TUESDAY	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				EINS	LIKE	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				ZWANZIG	TWENTY	0
train	2571	und nun die wettervorhersage für morgen dienstag den einundzwanzigsten dezember				DEZEMBER	DECEMBER	0
train	2573	in den kommenden tagen verlagert sich die milde luft noch weiter nach norden	in the coming days the mild air will shift even further north	IN-KOMMEND WEIHNACHTEN IX KOMMEN	COMING CHRISTMAS IX COMING	IN-KOMMEND	IN-COMING	0
train	2573	in den kommenden tagen verlagert sich die milde luft noch weiter nach norden				WEIHNACHTEN	CHRISTMAS	0
train	2573	in den kommenden tagen verlagert sich die milde luft noch weiter nach norden				IX	IX	0
train	2573	in den kommenden tagen verlagert sich die milde luft noch weiter nach norden				KOMMEN	COME	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist	tonight five degrees on the upper rhine and minus seventeen degrees in the north where it is clear longer	HEUTE NACHT REGION FUENF GRAD MINUS SIEBZEHN NORD WARUM LANG KLAR IX	TODAY FIVE DEGREES MINUS SEVENTEEN NORTH REGION WHY LONG CLEAR IX	HEUTE	TODAY	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				NACHT	NIGHT	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				REGION	REGION	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				FUENF	FIVE	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				GRAD	CITY	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				MINUS	MINUS	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				SIEBZEHN	SEVENTEEN	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				NORD	NORTH	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				WARUM	WHY	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				LANG	LANG	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				KLAR	CLEAR	0
train	2577	heute nacht fünf grad am oberrhein und minus siebzehn grad im norden wo es länger klar ist				IX	IX	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel	on thursday in the southeast half a mixture of sun, clouds and fog	SONNTAG SUED SONNE WOLKE NEBEL FELD	SUNDAY SOUTH SUN CLOUD FOG FIELD	SONNTAG	SUNDAY	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel				SUED	SUED	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel				SONNE	SUN	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel				WOLKE	CLOUD	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel				NEBEL	FOG	0
train	2579	am donnerstag in der südosthälfte eine mischung aus sonne wolken und nebel				FELD	FIELD	0
train	2586	morgen im norden und nordwesten einige wolken mit ein paar tropfen	tomorrow in the north and northwest some clouds with a few drops	MORGEN NORDWEST BISSCHEN WOLKE REGEN	MORNING NORTH WEST BIT CLOUD RAIN	MORGEN	MORNING	0
train	2586	morgen im norden und nordwesten einige wolken mit ein paar tropfen				NORDWEST	NORTHWEST	0
train	2586	morgen im norden und nordwesten einige wolken mit ein paar tropfen				BISSCHEN	LITTLE	1
train	2586	morgen im norden und nordwesten einige wolken mit ein paar tropfen				WOLKE	CLOUD	1
train	2586	morgen im norden und nordwesten einige wolken mit ein paar tropfen				REGEN	RAIN	1
train	2588	sonst überwiegend freundlich	otherwise mostly friendly	SONST REGION SONNE	OTHERWISE REGION SUN	SONST	OTHERWISE	0
train	2588	sonst überwiegend freundlich				REGION	REGION	0
train	2588	sonst überwiegend freundlich				SONNE	SUN	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad	tonight eleven to sixteen on the north frisian islands and on the spree up to seventeen degrees	HEUTE NACHT ELF BIS SECHSZEHN GRAD NORD DANN SIEBZEHN GRAD KOENNEN	TODAY NIGHT ELF TO SIXTEEN DEGREES NORTH THEN SEVENTEEN DEGREES CAN BE KNOWN	HEUTE	TODAY	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				NACHT	NIGHT	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				ELF	ELF	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				BIS	UNTIL	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				SECHSZEHN	SIXTEEN	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				GRAD	CITY	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				NORD	NORTH	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				DANN	THEN	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				SIEBZEHN	SEVENTEEN	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				GRAD	CITY	0
train	2591	heute nacht elf bis sechzehn auf den nordfriesischen inseln und an der spree bis siebzehn grad				KOENNEN	CAN	0
train	2594	es bestehen entsprechende warnungen des deutschen wetterdienstes	there are corresponding warnings from the german weather service	GEBEN WARNUNG WETTER DIENST	GIVE WARNING WEATHER SERVICE	GEBEN	GIVE	0
train	2594	es bestehen entsprechende warnungen des deutschen wetterdienstes				WARNUNG	WARNING	0
train	2594	es bestehen entsprechende warnungen des deutschen wetterdienstes				WETTER	WEATHER	0
train	2594	es bestehen entsprechende warnungen des deutschen wetterdienstes				DIENST	SHIFT	0
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer	south of the mains later, sometimes heavy rain sets in, otherwise only a few showers	FLUSS ZWISCHEN REGEN KOENNEN NORDWEST NUR BISSCHEN SCHAUER	RIVER BETWEEN RAIN NORTHWEST CAN ONLY SHOWERS A BIT	FLUSS	FLOW	0
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				ZWISCHEN	BETWEEN	0
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				REGEN	RAIN	3
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				KOENNEN	CAN	0
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				NORDWEST	NORTHWEST	0
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				NUR	ONLY	1
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				BISSCHEN	LITTLE	1
train	2595	südlich des mains setzt später teilweise kräftiger regen ein sonst nur noch vereinzelte schauer				SCHAUER	SHOWER	1
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest	with showers and thunderstorms squalls are possible otherwise weak to moderate on the coast fresh wind from west to northwest	WENN GEWITTER STURM NORD SCHWACH MAESSIG KOMMEN	WHEN THEREFORE STORM COME NORTH WEIGHTLY MEASURED	WENN	IF	0
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				GEWITTER	THUNDERSTORM	3
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				STURM	STORM	3
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				NORD	NORTH	0
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				SCHWACH	WEAK	1
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				MAESSIG	MAESSIG	0
train	2597	bei schauern und gewittern sind sturmböen möglich sonst schwacher bis mäßiger an der küste frischer wind aus west bis nordwest				KOMMEN	COME	0
train	2606	dort werden erst am freitag deutliche plusgrade gemessen	clear positive degrees are only measured there on friday	IN-KOMMEND FREITAG DANN PLUS GRAD	IN-COMING FRIDAY THEN PLUS DEGREE	IN-KOMMEND	IN-COMING	0
train	2606	dort werden erst am freitag deutliche plusgrade gemessen				FREITAG	FRIDAY	0
train	2606	dort werden erst am freitag deutliche plusgrade gemessen				DANN	THEN	0
train	2606	dort werden erst am freitag deutliche plusgrade gemessen				PLUS	MORE	0
train	2606	dort werden erst am freitag deutliche plusgrade gemessen				GRAD	CITY	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen	tonight minus five degrees in the southeast plus seven degrees in the west	HEUTE NACHT MINUS FUENF REGION PLUS SIEBEN REGION	TODAY NIGHT MINUS FIVE REGION PLUS SEVEN REGION	HEUTE	TODAY	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				NACHT	NIGHT	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				MINUS	MINUS	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				FUENF	FIVE	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				REGION	REGION	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				PLUS	MORE	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				SIEBEN	SEVEN	0
train	2608	heute nacht minus fünf grad im südosten plus sieben grad im westen				REGION	REGION	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig	even on thursday it rains in parts of the alps foehn, otherwise it is partly windy	AUCH UND DONNERSTAG IX REGEN ALPEN WEHEN SONST IX AUCH WIND	ALSO AND THURSDAY IX RAIN ALPS BLOW OTHERWISE IX ALSO WIND	AUCH	EVEN	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				UND	AND	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				DONNERSTAG	THURSDAY	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				IX	IX	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				REGEN	RAIN	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				ALPEN	ALPS	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				WEHEN	Woe	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				SONST	OTHERWISE	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				IX	IX	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				AUCH	EVEN	0
train	2611	auch am donnerstag regnet es gebietsweise an den alpen föhn auch sonst ist es teilweise windig				WIND	WIND	1
train	2612	am freitag weiterhin wechselhaftes wetter	The weather was still changeable on Friday	FREITAG WECHSELHAFT WETTER	FRIDAY CHANGING WEATHER	FREITAG	FRIDAY	0
train	2612	am freitag weiterhin wechselhaftes wetter				WECHSELHAFT	CHANGING	0
train	2612	am freitag weiterhin wechselhaftes wetter				WETTER	WEATHER	0
train	2615	von westen macht sich aber im tagesverlauf ein tief über england bemerkbar und lenkt erste wolkenfelder ins land	from the west, however, a deep over england becomes noticeable in the course of the day and directs the first cloud fields into the country	WEST TIEF KOMMEN ENGLAND KOMMEN	COME WEST DEEP ENGLAND COME	WEST	WEST	0
train	2615	von westen macht sich aber im tagesverlauf ein tief über england bemerkbar und lenkt erste wolkenfelder ins land				TIEF	DEEP	0
train	2615	von westen macht sich aber im tagesverlauf ein tief über england bemerkbar und lenkt erste wolkenfelder ins land				KOMMEN	COME	0
train	2615	von westen macht sich aber im tagesverlauf ein tief über england bemerkbar und lenkt erste wolkenfelder ins land				ENGLAND	ENGLAND	0
train	2615	von westen macht sich aber im tagesverlauf ein tief über england bemerkbar und lenkt erste wolkenfelder ins land				KOMMEN	COME	0
train	2616	und morgen wird es wieder verbreitet sonnig	and tomorrow it will be sunny again	MORGEN SONNE	MORNING SUN	MORGEN	MORNING	0
train	2616	und morgen wird es wieder verbreitet sonnig				SONNE	SUN	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken	mostly only thin veil clouds appear in the western half later and sometimes denser clouds	REGION MEISTENS SEHEN AUFLOESEN HIMMEL WEST KOMMEN	REGION MOSTLY SEE DISSOLVED SKY COMING WEST	REGION	REGION	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				MEISTENS	USUALLY	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				SEHEN	SEE	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				AUFLOESEN	DISSOLVE	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				HIMMEL	SKY	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				WEST	WEST	0
train	2617	meist zeigen sich nur dünne schleierwolken in der westhälfte später mitunter auch dichtere wolken				KOMMEN	COME	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich	in the far west of the black forest and the alps, the first showers or thunderstorms are possible towards evening	WEST SCHWARZ WALD ALPEN HEUTE ABEND SCHAUER KOENNEN	WEST SCHWARZ WALD ALPS SHOWERS TODAY	WEST	WEST	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				SCHWARZ	BLACK	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				WALD	FOREST	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				ALPEN	ALPS	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				HEUTE	TODAY	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				ABEND	EVENING	0
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				SCHAUER	SHOWER	1
train	2618	im äußersten westen im schwarzwald und an den alpen sind gegen abend erste schauer oder gewitter möglich				KOENNEN	CAN	0
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen	in the rest of the country more or less dense clouds that bring some rain in some areas	NORDWEST DANN WOLKE AUFLOESEN BISSCHEN REGEN DABEI	NORTH WEST THEN CLOUD RELEASED BIT RAIN IN IT	NORDWEST	NORTHWEST	0
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				DANN	THEN	0
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				WOLKE	CLOUD	3
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				AUFLOESEN	DISSOLVE	0
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				BISSCHEN	LITTLE	0
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				REGEN	RAIN	1
train	2628	im übrigen land mehr oder weniger dichte wolken die gebietsweise etwas regen bringen				DABEI	INCLUDED	0
train	2630	an der nordsee bei schauern stürmische böen	stormy gusts of wind at the north sea	NORD REGEN WIND	NORD RAIN WIND	NORD	NORTH	0
train	2630	an der nordsee bei schauern stürmische böen				REGEN	RAIN	3
train	2630	an der nordsee bei schauern stürmische böen				WIND	WIND	3
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden	on wednesday in many places rain, sometimes thunderstorms like thunderstorms must be expected	MITTWOCH IX VIEL REGEN TEILWEISE AUCH WAHRSCHEINLICH REGEN GEWITTER KOENNEN	WEDNESDAY IX LOTS OF RAIN PARTIALLY ALSO PROBABLY CAN BE RAIN THROUGH THORMALS	MITTWOCH	WEDNESDAY	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				IX	IX	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				VIEL	MUCH	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				REGEN	RAIN	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				TEILWEISE	PARTIALLY	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				AUCH	EVEN	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				WAHRSCHEINLICH	PROBABLY	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				REGEN	RAIN	0
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				GEWITTER	THUNDERSTORM	1
train	2646	am mittwoch vielerorts regen zum teil muss mit unwetterartigen gewittern gerechnet werden				KOENNEN	CAN	0
train	2650	und das nächste tief überigens ex hurrikan bill das zieht weiter nördlich streift uns nur im nordwesten	and the next, by far, ex hurricane bill that moves further north only grazes us in the northwest	DANN TIEF KOMMEN	THEN COME DEEP	DANN	THEN	0
train	2650	und das nächste tief überigens ex hurrikan bill das zieht weiter nördlich streift uns nur im nordwesten				TIEF	DEEP	0
train	2650	und das nächste tief überigens ex hurrikan bill das zieht weiter nördlich streift uns nur im nordwesten				KOMMEN	COME	0
train	2657	im nordwesten ab und zu ein paar wolkenfelder	in the northwest a few cloud fields from time to time	NORDWEST WOLKE	NORTHWEST CLOUD	NORDWEST	NORTHWEST	0
train	2657	im nordwesten ab und zu ein paar wolkenfelder				WOLKE	CLOUD	1
